data/id,data/name,data/price,data/g3d,data/g2d,data/value,data/tdp,data/powerPerf,data/date,data/cat,data/bus,data/memSize,data/coreClk,data/memClk,data/rank,data/samples,data/href,data/output
151,128 DDR Radeon 9700 TX w/TV-Out,NA,44,152,NA,NA,NA,Mar 2011,Unknown,NA,NA,NA,NA,1932,2,128+DDR+Radeon+9700+TX+w%2FTV-Out&amp;id=151,true
153,128 DDR Radeon 9800 Pro,NA,62,191,NA,NA,NA,Feb 2010,Unknown,NA,NA,NA,NA,1872,1,128+DDR+Radeon+9800+Pro&amp;id=153,true
157,128MB DDR Radeon 9800 Pro,NA,66,175,NA,NA,NA,Aug 2009,Unknown,NA,NA,NA,NA,1861,4,128MB+DDR+Radeon+9800+Pro&amp;id=157,true
155,128MB RADEON X600 SE,$56.18*,49,229,0.87,NA,NA,Oct 2009,Unknown,NA,NA,NA,NA,1913,6,128MB+RADEON+X600+SE&amp;id=155,true
4220,15FF,NA,"8,229",538,NA,NA,NA,Jul 2020,Unknown,NA,NA,NA,NA,148,3,15FF&amp;id=4220,true
162,256MB DDR Radeon 9800 XT,NA,38,192,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,1958,1,256MB+DDR+Radeon+9800+XT&amp;id=162,true
161,256MB RADEON X600,NA,67,252,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,1852,5,256MB+RADEON+X600&amp;id=161,true
4013,3DP Edition,NA,827,931,NA,NA,NA,Nov 2018,Unknown,NA,NA,NA,NA,917,1,3DP+Edition&amp;id=4013,true
1150,64MB DDR GeForce3 Ti 200,NA,6,218,NA,NA,NA,Dec 2009,Unknown,NA,NA,NA,NA,2109,1,64MB+DDR+GeForce3+Ti+200&amp;id=1150,true
191,64MB GeForce2 MX with TV Out,NA,3,98,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,2206,1,64MB+GeForce2+MX+with+TV+Out&amp;id=191,true
2314,7900 MOD - Radeon HD 6520G,NA,610,323,NA,NA,NA,Dec 2012,Unknown,NA,NA,NA,NA,1136,4,7900+MOD+-+Radeon+HD+6520G&amp;id=2314,true
2390,7900 MOD - Radeon HD 6550D,NA,893,536,NA,NA,NA,Jan 2013,Unknown,NA,NA,NA,NA,871,1,7900+MOD+-+Radeon+HD+6550D&amp;id=2390,true
2813,9xx Soldiers sans frontiers Sigma 2,NA,22,253,NA,NA,NA,Feb 2014,Unknown,NA,NA,NA,NA,2035,1,9xx+Soldiers+sans+frontiers+Sigma+2&amp;id=2813,true
4175,A10-8700P,NA,514,302,NA,NA,NA,Dec 2019,Unknown,NA,NA,NA,NA,1251,2,A10-8700P&amp;id=4175,true
3424,A6 Micro-6500T Quad-Core APU with RadeonR4,NA,220,127,NA,NA,NA,Jan 2016,Unknown,NA,NA,NA,NA,1524,7,A6+Micro-6500T+Quad-Core+APU+with+RadeonR4&amp;id=3424,true
3355,ABIT Siluro T400,NA,4,151,NA,NA,NA,Nov 2015,Unknown,NA,NA,NA,NA,2161,2,ABIT+Siluro+T400&amp;id=3355,true
214,ALL-IN-WONDER 9000,NA,5,103,NA,NA,NA,Dec 2009,Unknown,NA,NA,NA,NA,2128,4,ALL-IN-WONDER+9000&amp;id=214,true
217,ALL-IN-WONDER 9800,NA,23,139,NA,NA,NA,Aug 2011,Unknown,NA,NA,NA,NA,2028,1,ALL-IN-WONDER+9800&amp;id=217,true
222,ALL-IN-WONDER RADEON 8500DV,NA,6,128,NA,NA,NA,Dec 2010,Unknown,NA,NA,NA,NA,2114,4,ALL-IN-WONDER+RADEON+8500DV&amp;id=222,true
228,All-in-Wonder X1800XL,NA,30,283,NA,NA,NA,Oct 2011,Unknown,NA,NA,NA,NA,1998,1,All-in-Wonder+X1800XL&amp;id=228,true
229,All-in-Wonder X1900,NA,127,445,NA,NA,NA,Oct 2009,Unknown,NA,NA,NA,NA,1657,4,All-in-Wonder+X1900&amp;id=229,true
230,ALL-IN-WONDER X800 GT,NA,84,186,NA,NA,NA,Oct 2009,Unknown,NA,NA,NA,NA,1792,3,ALL-IN-WONDER+X800+GT&amp;id=230,true
4177,AMIGAMERLIN 3.1-R1 For Voodoo 4 4500 PCI,NA,3,110,NA,NA,NA,Dec 2019,Unknown,NA,NA,NA,NA,2186,1,AMIGAMERLIN+3.1-R1+For+Voodoo+4+4500+PCI&amp;id=4177,true
336,ASUS A7000,NA,9,164,NA,NA,NA,Jan 2010,Unknown,NA,NA,NA,NA,2072,1,ASUS+A7000&amp;id=336,true
2539,ASUS AGP-V3800PRO v31.40H,NA,5,149,NA,NA,NA,Jun 2013,Unknown,NA,NA,NA,NA,2147,1,ASUS+AGP-V3800PRO+v31.40H&amp;id=2539,true
346,ASUS EAH4870x2,NA,496,539,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,1271,2,ASUS+EAH4870x2&amp;id=346,true
3638,Asus GTX 650 FML II EC-EGPU,NA,721,534,NA,NA,NA,Dec 2016,Unknown,NA,NA,NA,NA,1020,1,Asus+GTX+650+FML+II+EC-EGPU&amp;id=3638,true
375,ASUS V9520-X V62.11,NA,8,208,NA,NA,NA,Jan 2011,Unknown,NA,NA,NA,NA,2083,1,ASUS+V9520-X+V62.11&amp;id=375,true
3941,B8DKMDAP,NA,"4,557",534,NA,NA,NA,May 2018,Unknown,NA,NA,NA,NA,254,1,B8DKMDAP&amp;id=3941,true
2698,Barco MXRT 1450,NA,206,520,NA,NA,NA,Oct 2013,Unknown,NA,NA,NA,NA,1544,1,Barco+MXRT+1450&amp;id=2698,true
3886,Barco MXRT 2600,$199.00*,900,649,4.52,NA,NA,Jan 2018,Unknown,NA,NA,NA,NA,867,1,Barco+MXRT+2600&amp;id=3886,true
3354,Barco MXRT 5400,$198.00*,"1,161",457,5.86,NA,NA,Dec 2016,Unknown,NA,NA,NA,NA,726,3,Barco+MXRT+5400&amp;id=3354,true
2526,Barco MXRT 5450,$59.99*,"1,079",478,17.99,NA,NA,May 2013,Unknown,NA,NA,NA,NA,756,5,Barco+MXRT+5450&amp;id=2526,true
2699,Barco MXRT 5500,$299.00*,"2,702",510,9.04,NA,NA,Jun 2018,Unknown,NA,NA,NA,NA,388,1,Barco+MXRT+5500&amp;id=2699,true
2621,Barco MXRT 7100,NA,180,659,NA,NA,NA,Aug 2013,Unknown,NA,NA,NA,NA,1577,1,Barco+MXRT+7100&amp;id=2621,true
2474,Barco MXRT 7400,$99.00*,901,682,9.10,NA,NA,Apr 2013,Unknown,NA,NA,NA,NA,866,1,Barco+MXRT+7400&amp;id=2474,true
3353,Barco MXRT 7500,$299.00*,"4,319",762,14.45,NA,NA,Nov 2015,Unknown,NA,NA,NA,NA,269,3,Barco+MXRT+7500&amp;id=3353,true
4014,Barco MXRT 7600,$597.99*,"4,944",442,8.27,NA,NA,Nov 2018,Unknown,NA,NA,NA,NA,239,1,Barco+MXRT+7600&amp;id=4014,true
3144,BASICDISPLAY,NA,70,691,NA,NA,NA,Feb 2015,Unknown,NA,NA,NA,NA,1841,1,BASICDISPLAY&amp;id=3144,true
4304,CARRIZO 9874,NA,247,69,NA,NA,NA,Nov 2020,Unknown,NA,NA,NA,NA,Insufficient data,1,CARRIZO+9874&amp;id=4304,false
3967,Citrix Indirect Display Adapter,NA,"4,447",700,NA,NA,NA,Aug 2018,Unknown,NA,NA,NA,NA,261,1,Citrix+Indirect+Display+Adapter&amp;id=3967,true
648,CONNECT 3D RADEON X300,NA,36,191,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,1963,1,CONNECT+3D+RADEON+X300&amp;id=648,true
657,Dell 8100,$999.11*,2,58,0.00,NA,NA,Feb 2012,Unknown,NA,NA,NA,NA,2212,1,Dell+8100&amp;id=657,true
658,Dell 8200,NA,4,205,NA,NA,NA,Dec 2009,Unknown,NA,NA,NA,NA,2149,1,Dell+8200&amp;id=658,true
2426,Diamond X1300-PCIE 256MB,NA,70,286,NA,NA,NA,Feb 2013,Unknown,NA,NA,NA,NA,1840,1,Diamond+X1300-PCIE+256MB&amp;id=2426,true
3742,EAH5450,$109.99*,134,216,1.22,NA,NA,Apr 2017,Unknown,NA,NA,NA,NA,1644,1,EAH5450&amp;id=3742,true
4028,EG PARK,NA,141,7,NA,NA,NA,Mar 2021,Unknown,NA,NA,NA,NA,Insufficient data,1,EG+PARK&amp;id=4028,false
4000,EIZO Quadro MED-XN51LP,NA,"4,955",812,NA,NA,NA,Oct 2018,Unknown,NA,NA,NA,NA,238,2,EIZO+Quadro+MED-XN51LP&amp;id=4000,true
3883,Embedded Radeon E9173,NA,"1,798",368,NA,NA,NA,Jan 2018,Unknown,NA,NA,NA,NA,560,6,Embedded+Radeon+E9173&amp;id=3883,true
3958,Extreme AX850 PRO,NA,120,218,NA,NA,NA,Jul 2018,Unknown,NA,NA,NA,NA,1679,1,Extreme+AX850+PRO&amp;id=3958,true
4163,Familia Intel Q33 Express Chipset,NA,10,168,NA,NA,NA,Nov 2019,Unknown,NA,NA,NA,NA,2068,2,Familia+Intel+Q33+Express+Chipset&amp;id=4163,true
3475,Famille de jeu de puces Express Intel 946GZ,NA,7,230,NA,NA,NA,Apr 2016,Unknown,NA,NA,NA,NA,2086,3,Famille+de+jeu+de+puces+Express+Intel+946GZ&amp;id=3475,true
387,FireGL T2-128,NA,31,178,NA,NA,NA,Sep 2009,Workstation,AGP,128 MB,400 MHz,400 MHz,1995,3,FireGL+T2-128&amp;id=387,true
388,FireGL V3100,NA,53,275,NA,NA,NA,May 2009,Workstation,PCIe x16,128 MB,400 MHz,400 MHz,1895,49,FireGL+V3100&amp;id=388,true
389,FireGL V3200,NA,85,236,NA,NA,NA,Aug 2009,Workstation,PCIe x16,128 MB,500 MHz,500 MHz,1789,2,FireGL+V3200&amp;id=389,true
391,FireGL V3300,NA,71,326,NA,NA,NA,Apr 2009,Workstation,PCIe x16,128 MB,600 MHz,600 MHz,1839,11,FireGL+V3300&amp;id=391,true
392,FireGL V3350,NA,69,336,NA,NA,NA,Jul 2009,Workstation,PCIe x16,256 MB,600 MHz,600 MHz,1846,15,FireGL+V3350&amp;id=392,true
393,FireGL V3400,NA,103,353,NA,NA,NA,Sep 2009,Workstation,PCIe x16,128 MB,500 MHz,500 MHz,1735,23,FireGL+V3400&amp;id=393,true
394,FireGL V3600,$160.99*,180,399,1.12,NA,NA,Oct 2009,Workstation,PCIe x16,256 MB,600 MHz,600 MHz,1578,25,FireGL+V3600&amp;id=394,true
396,FireGL V5100,$114.96*,93,250,0.81,NA,NA,Sep 2009,Workstation,PCIe x16,128 MB,450 MHz,450 MHz,1769,6,FireGL+V5100&amp;id=396,true
397,FireGL V5200,NA,115,348,NA,NA,NA,Sep 2009,Workstation,PCIe x16,256 MB,600 MHz,600 MHz,1699,23,FireGL+V5200&amp;id=397,true
398,FireGL V5600,NA,341,445,NA,NA,NA,Oct 2009,Workstation,PCIe,512 MB,800 MHz,800 MHz,1411,34,FireGL+V5600&amp;id=398,true
399,FireGL V7100,NA,72,223,NA,NA,NA,May 2009,Workstation,PCIe,256 MB,500 MHz,500 MHz,1831,1,FireGL+V7100&amp;id=399,true
400,FireGL V7200,NA,116,348,NA,NA,NA,Feb 2010,Workstation,PCIe x16,256 MB,600 MHz,600 MHz,1693,28,FireGL+V7200&amp;id=400,true
401,FireGL V7300,"$1,189.99*",128,322,0.11,NA,NA,Sep 2009,Workstation,PCIe,512 MB,600 MHz,600 MHz,1654,2,FireGL+V7300&amp;id=401,true
402,FireGL V7350,$165.00*,111,344,0.67,NA,NA,Sep 2011,Workstation,PCIe,1024 MB,600 MHz,600 MHz,1711,8,FireGL+V7350&amp;id=402,true
403,FireGL V7600,NA,616,488,NA,NA,NA,Sep 2009,Workstation,PCIe,512 MB,600 MHz,600 MHz,1131,11,FireGL+V7600&amp;id=403,true
404,FireGL V7700,$69.99*,660,422,9.43,NA,NA,Mar 2011,Workstation,PCIe 2.0,512 MB,775 MHz,775 MHz,1072,18,FireGL+V7700&amp;id=404,true
405,FireGL V8600,NA,839,406,NA,NA,NA,Apr 2010,Workstation,PCIe,1024 MB,688 MHz,688 MHz,906,1,FireGL+V8600&amp;id=405,true
406,FireGL V8650,$159.99*,550,637,3.44,NA,NA,Mar 2010,Workstation,PCIe,2048 MB,688 MHz,688 MHz,1207,4,FireGL+V8650&amp;id=406,true
407,FireGL X1,NA,59,167,NA,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,1881,4,FireGL+X1&amp;id=407,true
415,FireMV 2200 PCI,NA,1,153,NA,NA,NA,Jul 2010,Workstation,PCI,64 MB,NA,NA,2229,1,FireMV+2200+PCI&amp;id=415,true
414,FireMV 2200 PCIe,$89.99*,36,259,0.40,NA,NA,Mar 2011,Workstation,PCIe x16,128 MB,NA,NA,1965,2,FireMV+2200+PCIe&amp;id=414,true
416,FireMV 2250,$99.00*,46,290,0.46,NA,NA,Aug 2009,Unknown,NA,NA,NA,NA,1922,17,FireMV+2250&amp;id=416,true
417,FireMV 2260,$145.00*,117,488,0.81,15,7.82,Aug 2011,Workstation,"PCIe 2.0 x1,x16, PCI",256 MB,NA,NA,1689,9,FireMV+2260&amp;id=417,true
418,FireMV 2400 PCIe,NA,11,283,NA,NA,NA,Jan 2011,Workstation,PCIe x1,256 MB,NA,NA,2063,4,FireMV+2400+PCIe&amp;id=418,true
420,FireMV 2450,NA,74,610,NA,NA,NA,Feb 2011,Unknown,NA,NA,NA,NA,1825,1,FireMV+2450&amp;id=420,true
422,FirePro 2260,NA,113,431,NA,NA,NA,Mar 2010,Unknown,NA,NA,NA,NA,1704,80,FirePro+2260&amp;id=422,true
115,FirePro 2270,$129.00*,150,208,1.16,17,8.83,Aug 2012,Workstation,"PCIe 2.1 x1,x16",1024 MB,600 MHz,600 MHz,1607,77,FirePro+2270&amp;id=115,true
423,FirePro 2450,$278.00*,51,482,0.18,36,1.42,Jan 2010,Workstation,"PCIe 2.0 x1,x16",512 MB,NA,NA,1905,8,FirePro+2450&amp;id=423,true
237,FirePro 2460,$83.99*,170,352,2.03,17,10.02,Aug 2012,Workstation,PCIe 2.1 x16,512 MB,NA,NA,1588,17,FirePro+2460&amp;id=237,true
429,FirePro 3D V3700,$84.99*,179,466,2.10,32,5.58,Oct 2011,Workstation,PCIe 2.0 x16,256 MB,800 MHz,800 MHz,1580,41,FirePro+3D+V3700&amp;id=429,true
430,FirePro 3D V3750,$50.88*,341,467,6.71,48,7.11,Sep 2009,Workstation,PCIe 2.0 x16,256 MB,550 MHz,550 MHz,1410,45,FirePro+3D+V3750&amp;id=430,true
431,FirePro 3D V3800,$149.99*,472,507,3.15,43,10.98,Jul 2010,Workstation,PCIe 2.1 x16,512 MB,650 MHz,650 MHz,1294,47,FirePro+3D+V3800&amp;id=431,true
433,FirePro 3D V4800,$159.99*,854,324,5.33,69,12.37,Aug 2010,Workstation,PCIe 2.1 x16,1024 MB,775 MHz,775 MHz,898,438,FirePro+3D+V4800&amp;id=433,true
435,FirePro 3D V5700,$319.99*,547,517,1.71,58,9.43,Sep 2009,Workstation,PCIe 2.0 x16,512 MB,700 MHz,700 MHz,1212,30,FirePro+3D+V5700&amp;id=435,true
436,FirePro 3D V5800,$199.00*,"1,232",339,6.19,74,16.65,Oct 2010,Workstation,PCIe 2.1 x16,1024 MB,700 MHz,700 MHz,701,165,FirePro+3D+V5800&amp;id=436,true
437,FirePro 3D V7750,$350.00*,545,468,1.56,76,7.17,Sep 2009,Workstation,PCIe 2.0 x16,1024 MB,800 MHz,800 MHz,1216,23,FirePro+3D+V7750&amp;id=437,true
438,FirePro 3D V7800,$599.99*,"1,867",562,3.11,138,13.53,Aug 2010,Workstation,PCIe 2.1 x16,2048 MB,700 MHz,700 MHz,538,18,FirePro+3D+V7800&amp;id=438,true
440,FirePro 3D V8700,$161.48*,"1,206",515,7.47,151,7.99,Nov 2010,Workstation,PCIe 2.1 x16,1024 MB,750 MHz,750 MHz,707,35,FirePro+3D+V8700&amp;id=440,true
441,FirePro 3D V8750,"$1,230.99*","1,272",542,1.03,154,8.26,Aug 2009,Workstation,PCIe 2.1 x16,2048 MB,750 MHz,750 MHz,685,4,FirePro+3D+V8750&amp;id=441,true
442,FirePro 3D V8800,$424.99*,"2,438",632,5.74,208,11.72,Aug 2010,Workstation,PCIe 2.1 x16,2048 MB,825 MHz,825 MHz,426,34,FirePro+3D+V8800&amp;id=442,true
443,FirePro 3D V9800,"$2,499.00*","2,812",556,1.13,225,12.50,May 2011,Workstation,PCIe 2.1 x16,4096 MB,850 MHz,850 MHz,376,3,FirePro+3D+V9800&amp;id=443,true
2268,FirePro M2000,NA,401,206,NA,NA,NA,Nov 2012,Workstation,PCIe 2.1 x16,1024 MB,500 MHz,500 MHz,1364,113,FirePro+M2000&amp;id=2268,true
238,FirePro M4000,$72.83*,"1,592",407,21.86,NA,NA,Aug 2012,Workstation,PCIe 2.1 x16,2048 MB,600 MHz,600 MHz,603,173,FirePro+M4000&amp;id=238,true
3360,FirePro M4000 Mobility Pro,NA,"1,615",475,NA,NA,NA,Nov 2015,Unknown,NA,NA,NA,NA,598,34,FirePro+M4000+Mobility+Pro&amp;id=3360,true
2194,FirePro M40003,NA,"1,364",652,NA,NA,NA,Oct 2012,Unknown,NA,NA,NA,NA,658,44,FirePro+M40003&amp;id=2194,true
3016,Firepro M4100,NA,"1,059",623,NA,NA,NA,Feb 2015,Workstation,PCIe 3.0 x16,2048 MB,670 MHz,670 MHz,767,25,Firepro+M4100&amp;id=3016,true
3224,FirePro M4150,NA,982,209,NA,NA,NA,Jun 2015,Unknown,NA,NA,NA,NA,808,34,FirePro+M4150&amp;id=3224,true
3145,FirePro M4170,NA,"1,067",290,NA,NA,NA,Feb 2015,Unknown,NA,NA,NA,NA,760,16,FirePro+M4170&amp;id=3145,true
2818,FirePro M5100,NA,"2,103",800,NA,NA,NA,Feb 2014,Workstation,PCIe 3.0 x16,2048 MB,775 MHz,775 MHz,483,11,FirePro+M5100&amp;id=2818,true
3125,FirePro M5100 FireGL V,NA,"1,839",867,NA,NA,NA,Feb 2015,Unknown,NA,NA,NA,NA,543,1,FirePro+M5100+FireGL+V&amp;id=3125,true
233,FirePro M5950,NA,"1,314",574,NA,NA,NA,Jun 2011,Workstation,PCIe 2.1 x16,1024 MB,725 MHz,725 MHz,671,2,FirePro+M5950&amp;id=233,true
2231,FirePro M6000,$192.99*,"1,820",776,9.43,NA,NA,Oct 2012,Workstation,PCIe 3.0 x16,2048 MB,800 MHz,800 MHz,550,1,FirePro+M6000&amp;id=2231,true
2437,FirePro M6000 Mobility Pro,NA,"1,655",308,NA,NA,NA,Mar 2013,Unknown,NA,NA,NA,NA,588,76,FirePro+M6000+Mobility+Pro&amp;id=2437,true
2657,FirePro M6100,NA,"2,094",419,NA,NA,NA,Sep 2013,Workstation,PCIe 3.0 x16,2048 MB,1075 MHz,1075 MHz,486,117,FirePro+M6100&amp;id=2657,true
3695,FirePro M6100 FireGL V,NA,"2,656",519,NA,NA,NA,Mar 2017,Unknown,NA,NA,NA,NA,396,5,FirePro+M6100+FireGL+V&amp;id=3695,true
425,FirePro M7740,NA,665,415,NA,NA,NA,Dec 2009,Workstation,PCIe 2.0 x16,1024 MB,650 MHz,650 MHz,1068,50,FirePro+M7740&amp;id=425,true
3444,FirePro R5000,$109.99*,"2,647",625,24.06,NA,NA,Mar 2016,Unknown,NA,NA,NA,NA,398,1,FirePro+R5000&amp;id=3444,true
427,FirePro RG220,$650.18*,335,552,0.52,35,9.58,Mar 2011,Workstation,PCIe 2.0 x16,512 MB,500 MHz,500 MHz,1416,1,FirePro+RG220&amp;id=427,true
3330,FirePro S10000,NA,"5,235",525,NA,NA,NA,Oct 2015,Unknown,NA,NA,NA,NA,226,3,FirePro+S10000&amp;id=3330,true
2804,FirePro S7000,$246.54*,"4,166",615,16.90,150,27.77,Feb 2014,Workstation,PCIe 3.0 x16,4096 MB,950 MHz,950 MHz,278,5,FirePro+S7000&amp;id=2804,true
3604,FirePro S7150,"$1,250.00*","6,276",866,5.02,NA,NA,Nov 2016,Unknown,NA,NA,NA,NA,193,1,FirePro+S7150&amp;id=3604,true
3209,FirePro S9000,NA,"5,059",561,NA,NA,NA,May 2015,Unknown,NA,NA,NA,NA,234,6,FirePro+S9000&amp;id=3209,true
4287,FirePro S9050,NA,"3,912",10,NA,NA,NA,Sep 2020,Unknown,NA,NA,NA,NA,Insufficient data,1,FirePro+S9050&amp;id=4287,false
3518,FirePro V3800,$125.00*,332,188,2.66,NA,NA,Jul 2016,Unknown,NA,NA,NA,NA,1419,16,FirePro+V3800&amp;id=3518,true
240,FirePro V3900,$238.44*,672,232,2.82,50,13.44,Mar 2012,Workstation,PCIe 2.1 x16,1024 MB,650 MHz,650 MHz,1064,113,FirePro+V3900&amp;id=240,true
241,FirePro V4900,$59.00*,977,299,16.55,75,13.02,May 2012,Workstation,PCIe 2.1 x16,1024 MB,800 MHz,800 MHz,811,222,FirePro+V4900&amp;id=241,true
3111,FirePro V5700,NA,465,469,NA,NA,NA,Jan 2015,Unknown,NA,NA,NA,NA,1304,2,FirePro+V5700&amp;id=3111,true
3427,FirePro V5800,$69.00*,"1,183",336,17.14,NA,NA,Feb 2016,Unknown,NA,NA,NA,NA,720,9,FirePro+V5800&amp;id=3427,true
243,FirePro V5900,$99.00*,"1,279",357,12.92,75,17.05,Jul 2011,Workstation,PCIe 2.1 x16,2048 MB,600 MHz,600 MHz,684,131,FirePro+V5900&amp;id=243,true
2675,FirePro V7000,NA,"3,162",668,NA,NA,NA,Oct 2013,Unknown,NA,NA,NA,NA,344,2,FirePro+V7000&amp;id=2675,true
3907,FirePro V7800,$185.00*,"2,034",290,10.99,NA,NA,Mar 2018,Unknown,NA,NA,NA,NA,497,4,FirePro+V7800&amp;id=3907,true
245,FirePro V7900,$125.00*,"2,297",480,18.38,150,15.31,Sep 2011,Workstation,PCIe 2.1 x16,2048 MB,725 MHz,725 MHz,451,67,FirePro+V7900&amp;id=245,true
3105,FirePro V8700,$157.88*,"1,539",527,9.75,NA,NA,Jan 2015,Unknown,NA,NA,NA,NA,620,1,FirePro+V8700&amp;id=3105,true
3344,FirePro V8800,$199.00*,"2,267",375,11.39,NA,NA,May 2020,Unknown,NA,NA,NA,NA,Insufficient data,1,FirePro+V8800&amp;id=3344,false
3423,FirePro V9800,$279.00*,"2,727",655,9.77,NA,NA,Jan 2016,Unknown,NA,NA,NA,NA,383,18,FirePro+V9800&amp;id=3423,true
2940,FirePro W2100,$59.00*,883,326,14.97,26,33.98,Sep 2014,Workstation,PCIe 3.0 x8,2048 MB,630 MHz,630 MHz,877,158,FirePro+W2100&amp;id=2940,true
3019,FirePro W4100,$252.00*,"1,544",522,6.13,50,30.89,Nov 2014,Workstation,PCIe 3.0 x16,2048 MB,630 MHz,630 MHz,618,172,FirePro+W4100&amp;id=3019,true
3070,FirePro W4170M,NA,924,225,NA,NA,NA,Apr 2015,Unknown,NA,NA,NA,NA,851,150,FirePro+W4170M&amp;id=3070,true
3491,Firepro W4190M,NA,"1,109",203,NA,NA,NA,Apr 2016,Unknown,NA,NA,NA,NA,743,36,Firepro+W4190M&amp;id=3491,true
3425,FirePro W4300,$239.99*,"2,734",762,11.39,50,54.69,Feb 2016,Workstation,PCIe 3.0 x16,4096 MB,930 MHz,930 MHz,381,26,FirePro+W4300&amp;id=3425,true
2227,FirePro W5000,$99.99*,"2,983",572,29.84,75,39.78,Oct 2012,Workstation,PCIe 3.0 x16,2048 MB,825 MHz,825 MHz,362,197,FirePro+W5000&amp;id=2227,true
3044,FirePro W5100,$285.00*,"2,989",497,10.49,75,39.85,Nov 2014,Workstation,PCIe 3.0 x16,4096 MB,930 MHz,930 MHz,361,293,FirePro+W5100&amp;id=3044,true
3440,FirePro W5130M,NA,"1,386",332,NA,NA,NA,Mar 2016,Unknown,NA,NA,NA,NA,651,29,FirePro+W5130M&amp;id=3440,true
3470,Firepro W5170M,NA,"1,626",412,NA,NA,NA,Dec 2015,"Mobile, Workstation",PCIe 3.0 x16,2048 MB,925 MHz,925 MHz,595,64,Firepro+W5170M&amp;id=3470,true
2371,FirePro W600,$355.00*,"1,752",631,4.93,75,23.36,Jan 2013,Workstation,PCIe 3.0 x16,2048 MB,750 MHz,750 MHz,572,37,FirePro+W600&amp;id=2371,true
4341,FirePro W6150M,NA,"1,515",314,NA,NA,NA,Feb 2021,Unknown,NA,NA,NA,NA,626,2,FirePro+W6150M&amp;id=4341,true
2232,FirePro W7000,$339.00*,"4,275",557,12.61,150,28.50,Oct 2012,Workstation,PCIe 3.0 x16,4096 MB,950 MHz,950 MHz,273,236,FirePro+W7000&amp;id=2232,true
2647,FirePro W7000 Adapter,NA,"4,340",692,NA,NA,NA,Sep 2013,Unknown,NA,NA,NA,NA,267,38,FirePro+W7000+Adapter&amp;id=2647,true
3130,FirePro W7100,$739.00*,"4,884",636,6.61,150,32.56,Feb 2015,Workstation,PCIe 3.0 x16,8192 MB,920 MHz,920 MHz,243,163,FirePro+W7100&amp;id=3130,true
3412,FirePro W7170M,NA,"3,849",438,NA,NA,NA,Feb 2016,Unknown,NA,NA,NA,NA,297,22,FirePro+W7170M&amp;id=3412,true
2427,FirePro W8000,$568.00*,"3,454",613,6.08,189,18.27,Feb 2013,Workstation,PCIe 3.0 x16,4096 MB,900 MHz,900 MHz,320,38,FirePro+W8000&amp;id=2427,true
2937,FirePro W8100,$699.00*,"7,234",732,10.35,220,32.88,Aug 2014,Workstation,PCIe 3.0 x16,8192 MB,824 MHz,824 MHz,174,49,FirePro+W8100&amp;id=2937,true
2281,FirePro W9000,$840.00*,"6,138",720,7.31,274,22.40,Nov 2012,Workstation,PCIe 3.0 x16,6144 MB,975 MHz,975 MHz,198,14,FirePro+W9000&amp;id=2281,true
3028,FirePro W9100,"$2,050.00*","7,750",884,3.78,275,28.18,Nov 2014,Workstation,PCIe 3.0 x16,16384 MB,930 MHz,930 MHz,163,28,FirePro+W9100&amp;id=3028,true
3357,FireStream 9170,NA,647,493,NA,NA,NA,Nov 2015,Unknown,NA,NA,NA,NA,1087,1,FireStream+9170&amp;id=3357,true
2652,FireStream 9250,NA,"1,165",465,NA,150,7.77,Sep 2013,Workstation,PCIe 2.0 x16,1024 MB,625 MHz,625 MHz,722,2,FireStream+9250&amp;id=2652,true
2960,FireStream 9270,NA,"1,341",473,NA,160,8.38,Sep 2014,Workstation,PCIe 2.0 x16,2048 MB,750 MHz,750 MHz,664,4,FireStream+9270&amp;id=2960,true
247,FireStream 9370,NA,"2,528",763,NA,225,11.24,Feb 2012,Workstation,PCIe 2.1 x16,4096 MB,825 MHz,825 MHz,420,1,FireStream+9370&amp;id=247,true
699,GeCube RADEON 7000,NA,9,144,NA,NA,NA,Jan 2010,Unknown,NA,NA,NA,NA,2074,1,GeCube+RADEON+7000&amp;id=699,true
1168,GeForce 205,NA,126,309,NA,30.5,4.14,Nov 2010,Desktop,PCIe 2.0 x16,512 MB,589 MHz,589 MHz,1661,5,GeForce+205&amp;id=1168,true
1169,GeForce 210,$56.98*,97,45,1.71,30.5,3.19,Oct 2009,Desktop,"PCIe 2.0 x16,PCIe x1,PCI",1024 MB,"520,589 MHz","520,589 MHz",1754,6188,GeForce+210&amp;id=1169,true
4035,GeForce 240M GT,NA,320,434,NA,NA,NA,Jan 2019,Unknown,NA,NA,NA,NA,1437,1,GeForce+240M+GT&amp;id=4035,true
1170,GeForce 256,$42.04*,5,201,0.12,NA,NA,Apr 2009,Unknown,NA,NA,NA,NA,2124,2,GeForce+256&amp;id=1170,true
1171,GeForce 305M,NA,191,288,NA,14,13.61,Mar 2012,Mobile,PCIe 2.0 x16,512 MB,525 MHz,525 MHz,1567,2,GeForce+305M&amp;id=1171,true
